Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
87	0.98035717	0.14567535	1.0	-0.1	85.26786	0.6491375	0.101132855	0.7638402	0.20253661	440000	-1.1920929e-08	0.03509718	-0.0034573681	-0.0067045996	0.46319062	0.0037799147	0.034	79.0	415.2008640766144
88	1.0	0.0	1.0	1.0	84.0	0.656987	0.091532156	0.7515951	0.21607015	445000	-5.9604646e-09	0.025465721	-0.004403629	-0.0014487788	0.45678464	0.0058933087	0.0488	79.0	420.28547382354736
89	0.98	0.14696938	1.0	-0.1	84.67273	0.67255586	0.09169018	0.75764203	0.29309747	450000	4.4703485e-09	0.029550891	-0.0039860136	-0.002486949	0.42825404	0.0045099957	0.0418	79.0	425.39100074768066
90	1.0	0.0	1.0	1.0	82.33898	0.6563288	0.09676778	0.753173	0.16977471	455000	-5.2154063e-09	0.020694712	-0.0028700926	-0.001273419	0.42946863	0.0042057047	0.029800002	79.0	430.6398663520813
91	0.9810345	0.14318651	1.0	-0.1	82.27586	0.68505234	0.088146485	0.7507123	0.332576	460000	2.9802323e-09	0.028634077	-0.004453284	-0.0010105434	0.43129864	0.006505734	0.044	79.0	435.8006935119629
92	1.0	0.0	1.0	1.0	81.59322	0.658642	0.09197313	0.7481936	0.23579995	465000	-5.2154063e-09	0.020126395	-0.004265973	-0.0009956338	0.4259573	0.0024733245	0.0382	79.0	440.89592599868774
93	0.9633333	0.19745603	1.0	-0.1	80.566666	0.677152	0.088554874	0.7449606	0.30678353	470000	1.1920929e-08	0.033953976	-0.0033016868	-0.002716877	0.42364225	0.002143917	0.0348	79.0	446.05746507644653
94	1.0	0.0	1.0	1.0	78.3	0.6741792	0.09837606	0.7732179	0.3036913	475000	-8.940697e-09	0.019711202	-0.0023271276	-0.0012746479	0.41873926	0.002347578	0.0218	79.0	451.31695222854614
95	1.0	0.0	1.0	1.0	76.36508	0.68371254	0.088602126	0.75163084	0.35131902	480000	-7.450581e-09	0.017788079	-0.003108476	-0.00045518036	0.40620118	0.0020882855	0.0376	79.0	456.52748346328735
96	1.0	0.0	1.0	1.0	77.409836	0.688665	0.08652837	0.7573989	0.34340584	485000	-6.3329937e-09	0.017885512	-0.0028096368	-0.00021941475	0.3955988	0.0023921782	0.0278	79.0	461.49920678138733
97	0.9290322	0.27023712	1.0	-0.1	78.064514	0.68780285	0.08807092	0.7530559	0.33283588	490000	-1.7881394e-08	0.054664053	-0.007179239	-0.02474088	0.38406706	0.008387751	0.075600006	79.0	466.67515897750854
98	1.0	0.0	1.0	1.0	76.79365	0.6481068	0.16799821	0.78530025	-0.32425666	495000	5.9604646e-09	0.03787814	-0.0030757522	-0.02079885	0.38575917	0.0022696606	0.028800001	79.0	471.83406925201416
99	0.9828125	0.13642156	1.0	-0.1	75.859375	0.702629	0.086791255	0.7605801	0.3820618	500000	-1.1920929e-08	0.026037047	-0.0036904286	-0.0017293438	0.3801001	0.0029419172	0.0352	79.0	476.9995882511139
